19:44:09 INFO  application.ApplicationManager - Start in browser CHROME
19:44:10 INFO  TestBase - Start test smokeTest
19:44:10 INFO  TestBase - Test start with data: []
19:44:10 INFO  TestBase - =================================================================================
19:44:10 INFO  TestBase - End of test smokeTest
19:44:10 INFO  TestBase - Start test quickTest
19:44:10 INFO  TestBase - Test start with data: []
19:44:10 INFO  TestBase - =================================================================================
19:44:10 INFO  TestBase - End of test quickTest
19:44:10 INFO  TestBase - Start test LoginTestPositive
19:44:10 INFO  TestBase - Test start with data: []
19:44:10 INFO  TestBase - =================================================================================
19:44:10 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:13 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:13 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
19:44:13 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
19:44:13 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:13 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:13 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:13 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:13 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
19:44:13 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
19:44:13 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
19:44:13 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
19:44:13 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
19:44:14 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
19:44:14 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()='Sign Out']
19:44:14 INFO  application.MyListener - The element By.xpath: //button[text()='Sign Out'] was found
19:44:14 INFO  TestBase - Test passed
19:44:14 INFO  TestBase - End of test LoginTestPositive
19:44:14 INFO  TestBase - Start test loginTestDP_CSV
19:44:14 INFO  TestBase - Test start with data: [User{email='12345@asd.com', password='aA1234567$'}]
19:44:14 INFO  TestBase - =================================================================================
19:44:14 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:14 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:14 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:14 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:14 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
19:44:14 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
19:44:14 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:14 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:14 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:14 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:14 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
19:44:14 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
19:44:14 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
19:44:14 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
19:44:15 INFO  TestBase - Login with Email: 12345@asd.com; Password: aA1234567$;
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
19:44:15 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:15 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:15 INFO  TestBase - Test passed
19:44:15 INFO  TestBase - End of test loginTestDP_CSV
19:44:15 INFO  TestBase - Start test loginTestDP_CSV
19:44:15 INFO  TestBase - Test start with data: [User{email='noa@gmail.com', password='Nnoa12345$'}]
19:44:15 INFO  TestBase - =================================================================================
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:15 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:15 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
19:44:15 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:15 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:15 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
19:44:15 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
19:44:15 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
19:44:15 INFO  TestBase - Login with Email: noa@gmail.com; Password: Nnoa12345$;
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
19:44:15 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:15 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:15 INFO  TestBase - Test passed
19:44:15 INFO  TestBase - End of test loginTestDP_CSV
19:44:15 INFO  TestBase - Start test loginTestDP_CSV
19:44:15 INFO  TestBase - Test start with data: [User{email='sonya@gmail.com', password='Ss12345$'}]
19:44:15 INFO  TestBase - =================================================================================
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:15 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:15 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
19:44:15 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:15 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:15 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
19:44:15 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
19:44:15 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
19:44:16 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Password'] was found
19:44:16 INFO  TestBase - Login with Email: sonya@gmail.com; Password: Ss12345$;
19:44:16 INFO  application.MyListener - Start finde element by --> By.xpath: //button[text()=' Login']
19:44:16 INFO  application.MyListener - The element By.xpath: //button[text()=' Login'] was found
19:44:16 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:16 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:16 INFO  TestBase - Test passed
19:44:16 INFO  TestBase - End of test loginTestDP_CSV
19:44:16 INFO  TestBase - Start test loginTestDataProvider
19:44:16 INFO  TestBase - Test start with data: [12345@asd.com, aA1234567$]
19:44:16 INFO  TestBase - =================================================================================
19:44:16 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:16 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:16 INFO  application.MyListener - Start finde element by --> By.xpath: //button[.='Sign Out']
19:44:16 INFO  application.MyListener - The element By.xpath: //button[.='Sign Out'] was found
19:44:16 INFO  application.MyListener - Start finde element by --> By.xpath: //*[.='LOGIN']
19:44:16 INFO  application.MyListener - The element By.xpath: //*[.='LOGIN'] was found
19:44:16 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:16 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:16 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Email']
19:44:16 INFO  application.MyListener - The element By.xpath: //input[@placeholder='Email'] was found
19:44:16 INFO  application.MyListener - Start finde element by --> By.xpath: //input[@placeholder='Password']
